0.9006712914	webgis
0.9006581343	maya
0.9005875485	esterel
0.9005866657	cairo
0.9004351014	doom
0.9004118230	vu
0.9004061827	fano
0.9003839508	proteus
0.9003703373	orchestra
0.9003304173	vmware
0.9002995423	cow
0.9002358684	protégé
0.9002326254	centaur
0.9002292702	terabit
0.9002179334	tetris
0.9001915759	emerald
0.9001844003	squid
0.9001083289	genius
0.9000885578	ulam
0.9000883815	titan
0.9000577585	pmos
0.9000484959	birch
0.9000315359	sesame
0.8999633451	huber
0.8999322346	bat
0.8998989659	genie
0.8998646934	sina
0.8998628329	dbpedia
0.8998524726	festival
0.8998178983	romanian
0.8998133169	smos
0.8997665689	catenation
0.8997268670	hans
0.8997143343	aster
0.8997105717	budgeted
0.8996748969	clarke
0.8996719223	fresco
0.8996336672	netscape
0.8995418732	argos
0.8995412963	fellows
0.8995170703	norway
0.8994268751	prob
0.8993167493	envisat
0.8993043098	bass
0.8992729932	powerpoint
0.8992575171	alan
0.8992475816	coda
0.8992222942	mapper
0.8992178412	geodetic
0.8991598087	pegasus
0.8991120484	tobacco
0.8990604382	gaia
0.8990541071	hsu
0.8990338840	jigsaw
0.8990317217	gen
0.8990309511	amia
0.8990177223	rica
0.8990048692	nonsymmetric
0.8989864408	darwin
0.8989487083	angel
0.8989294316	presto
0.8989146294	costa
0.8988924988	cldc
0.8988838086	weka
0.8988414682	sherlock
0.8987932430	leon
0.8987867509	daniel
0.8987822827	austin
0.8987298494	shark
0.8987037897	opamp
0.8986877286	genesis
0.8986683970	openflow
0.8985937535	farsi
0.8985534284	cole
0.8985525589	angiographic
0.8985233083	raman
0.8985015943	cilk
0.8984922222	malay
0.8984884491	pisa
0.8984622290	graphische
0.8984388148	prosite
0.8984338995	aix
0.8984036132	epic
0.8983630381	wk
0.8983610687	uppaal
0.8983391724	nomenclature
0.8982989303	fame
0.8982897096	mutational
0.8982740660	lime
0.8982536037	territorial
0.8982479583	boss
0.8982153047	isabel
0.8982045620	perl
0.8981611567	treebanks
0.8981483640	stan
0.8981478952	dirac
0.8981236069	dwarf
0.8980997184	carl
0.8980613792	scatterometer
0.8980365983	ku
0.8980256702	tcl
0.8979201043	tango
0.8978977451	heapsort
0.8978976132	mitsubishi
0.8978602247	pon
0.8978596445	oopsla
0.8978445430	gupta
0.8978246390	ent
0.8977983146	julius
0.8977675217	n0
0.8977611837	contactless
0.8977545771	multiplatform
0.8977420878	croatian
0.8977109797	cardiology
0.8976778259	photoshop
0.8976420002	paul
0.8976364444	programm
0.8976117174	bayer
0.8976094344	swan
0.8975855043	archimedean
0.8975789808	inp
0.8975751647	ariadne
0.8975514791	coulomb
0.8975487115	walter
0.8974961272	hetero
0.8973740419	robotized
0.8973589276	circus
0.8973445412	ciao
0.8973218028	estelle
0.8973127278	scala
0.8973067873	telemonitoring
0.8972998331	hmmer
0.8972877965	lévy
0.8972826832	cream
0.8972698278	kbytes
0.8971685446	chlorophyll
0.8971282556	euro
0.8971089860	lasso
0.8971070350	endomorphism
0.8970945102	rosetta
0.8970702542	octave
0.8970628191	dcom
0.8970566587	electrocardiography
0.8970358772	ellipsis
0.8970181462	caise
0.8970038685	caesar
0.8969942103	piercing
0.8969791421	yen
0.8969689091	pals
0.8969666108	uet
0.8969633451	slovenian
0.8969528495	aries
0.8969333436	prophet
0.8969314411	ash
0.8969163629	mesoscale
0.8969039074	vie
0.8968960346	roadmapping
0.8968616336	friedman
0.8968493020	clifford
0.8967898689	wetice
0.8967817361	dan
0.8967793624	steve
0.8967654656	otter
0.8967220342	noniterative
0.8967207787	milan
0.8967133394	dif
0.8967087545	zhou
0.8966916370	yager
0.8966863151	mosfets
0.8966615858	jahre
0.8966550682	safari
0.8966542475	miami
0.8966240521	pit
0.8966068454	memristive
0.8965996968	jim
0.8965991069	harris
0.8965968983	choreographies
0.8965707254	modelica
0.8965447878	rope
0.8965365858	thompson
0.8965298621	beef
0.8965258323	peano
0.8965199390	teaming
0.8965193873	prim
0.8964986365	polycyclic
0.8964646537	ivy
0.8964588617	lunar
0.8964548000	neurodynamics
0.8964171838	crab
0.8963828332	oled
0.8963785831	quartz
0.8963701841	skolem
0.8963389920	einige
0.8963385251	apex
0.8963374316	sourceforge
0.8963184616	viii
0.8963181430	nulling
0.8963150124	foveated
0.8963097592	firefox
0.8962979049	cedar
0.8962800613	chroma
0.8962233924	sexual
0.8961888998	karl
0.8961854208	guha
0.8961773787	trojans
0.8961768226	jun
0.8961531960	merlin
0.8961527798	andrew
0.8960777155	xerox
0.8960727079	morton
0.8960706632	groupwise
0.8960681646	koala
0.8960613792	multifunctional
0.8960599621	nonmonotone
0.8960429017	amos
0.8960247433	hurwitz
0.8960163035	freebsd
0.8960135578	fujitsu
0.8960057466	homogenization
0.8960007561	gost
0.8959724633	neuroanatomical
0.8959652326	nova
0.8959547736	loom
0.8959516010	collins
0.8959289347	iota
0.8959100433	parsec
0.8958517515	dave
0.8958485993	winograd
0.8958379258	lucene
0.8958318627	mon
0.8957949191	helsinki
0.8957568493	profibus
0.8957072687	mesa
0.8957067873	endocardial
0.8956846166	goldwasser
0.8956811005	lotos
0.8956807966	colorimetric
0.8956758046	web3d
0.8956387235	erdos
0.8956251971	league
0.8956211693	internationale
0.8955992179	lu
0.8955930883	uncountable
0.8955331257	ripe
0.8955202840	med
0.8955028497	darboux
0.8954554670	cola
0.8954541609	giga
0.8954368797	zm
0.8954078201	bicmos
0.8953489394	hungarian
0.8953272040	cork
0.8953127128	aachen
0.8953125434	mobicom
0.8953107761	ian
0.8952662216	coinduction
0.8952617072	dyslexia
0.8952408962	annex
0.8952314316	ptime
0.8952204645	xen
0.8951803726	electromyography
0.8951672866	irvine
0.8951584092	larch
0.8951420940	pert
0.8951396080	mates
0.8951288957	biography
0.8950634325	odin
0.8950422810	sentient
0.8950409387	mann
0.8950268408	vega
0.8950229340	smil
0.8950208028	malaysian
0.8950149136	argus
0.8950092755	shogi
0.8949927675	statemate
0.8949917833	techno
0.8949899615	cox
0.8949859257	amazon.com
0.8949577538	chorus
0.8949535155	ntu
0.8949326108	informatization
0.8949231520	abet
0.8949212332	errata
0.8949173998	lin
0.8949163718	fig
0.8949043790	mica2
0.8948948762	minmax
0.8948652658	lorentz
0.8948602247	msn
0.8948517843	intermediation
0.8948215639	quebec
0.8948201540	leda
0.8948111403	mizar
0.8947899009	jboss
0.8947838692	fmc
0.8947654767	anal
0.8947530211	neuromorphic
0.8947428869	sparc
0.8947409099	configurator
0.8947259228	daedalus
0.8947231200	sen
0.8947155969	wand
0.8947000826	lambert
0.8946998038	allen
0.8946925349	sil
0.8946886445	laplacians
0.8946862911	dragon
0.8946806806	isss
0.8946806806	eros
0.8946733529	pathfinder
0.8946672810	percutaneous
0.8946552224	tomcat
0.8946529628	sands
0.8946047283	baton
0.8945990030	spectrometer
0.8945956688	tin
0.8945933740	ming
0.8945725290	improvisational
0.8945649023	fever
0.8945415256	midi
0.8945377220	condor
0.8945308623	evolutional
0.8945276087	wei
0.8945233189	arpanet
0.8945088127	muse
0.8945062389	vertebral
0.8944491314	stein
0.8944491314	louisiana
0.8944487127	hermes
0.8944353959	ken
0.8943448989	grapes
0.8943368489	ike
0.8943089217	kindergarten
0.8942993452	automod
0.8942595973	nao
0.8942550061	dig
0.8942394140	syn
0.8942285683	catalysis
0.8942243237	ithaca
0.8942166150	plenary
0.8942138883	supermarket
0.8942115621	oasis
0.8941911714	xsb
0.8941823339	puma
0.8941644032	grape
0.8941633720	pearl
0.8941589667	syllogistic
0.8941533088	ons
0.8941525589	mosaicking
0.8941421524	scor
0.8941296567	ascii
0.8941191425	eve
0.8940901830	thomas
0.8940662164	fh
0.8940608712	bali
0.8940560412	berry
0.8940493974	nokia
0.8940347773	duc
0.8940346853	astral
0.8939960315	acm's
0.8939889920	neuroinformatics
0.8939864271	microgrid
0.8939854138	devanagari
0.8939848374	int
0.8939645784	bm25
0.8939535588	aida
0.8939385801	intraoperative
0.8939368165	polinsar
0.8939182863	coalescence
0.8938828556	pddl
0.8938711468	pnp
0.8938493020	catalan
0.8938347808	lamp
0.8938183686	inaddition
0.8938023133	spur
0.8938016544	sensornets
0.8937955624	petaflop
0.8937949191	rivest
0.8937921066	cgal
0.8937797691	man's
0.8937574882	lipid
0.8937555257	bose
0.8937126965	apples
0.8937109797	bilayer
0.8936786301	knight
0.8936755616	rationing
0.8936661889	tim
0.8936564433	pll
0.8936353599	adaline
0.8936332817	parliamentary
0.8936121577	wedge
0.8935707239	nrc
0.8935704545	marvin
0.8935063559	lotus
0.8935030175	gmres
0.8934989920	derandomizing
0.8934797965	triadic
0.8934329036	bollobás
0.8934295894	hopper
0.8934246802	coriolis
0.8933732025	disco
0.8933608079	chile
0.8933363186	slovak
0.8933308436	memorial
0.8933277894	camellia
0.8933149748	corporation's
0.8933052424	sige
0.8932966288	infinitary
0.8932771113	bx
0.8932701361	hoffman
0.8932463553	distinguishers
0.8932193304	wilson
0.8931996367	postmortem
0.8931930979	eng
0.8931871677	dvi
0.8931870996	infocom
0.8931844844	jr
0.8931789912	enigma
0.8931710404	videotex
0.8931695164	graphen
0.8930921524	wim
0.8930679778	petaflops
0.8930576839	plaque
0.8930290490	flickr
0.8929891319	symp
0.8929852512	multibeam
0.8929504212	monterey
0.8929404696	rete
0.8929359369	paramodulation
0.8929349318	abacus
0.8929309865	trio
0.8929251909	wu
0.8929143767	epistemology
0.8929108647	tsplib
0.8929049318	hydra
0.8929049122	fastica
0.8929048013	janet
0.8928990115	mantis
0.8928979015	weaver
0.8928904822	microblogs
0.8928870718	bangladesh
0.8928869318	corona
0.8928801523	greenstone
0.8928096044	locomotive
0.8927993452	mpich
0.8927981093	cantor
0.8927794743	cisco
0.8927776203	prima
0.8927582494	deutsch
0.8927526320	immigration
0.8927492506	mastermind
0.8927487991	dean
0.8927453288	quadtrees
0.8927443881	artin
0.8927166150	ultrahigh
0.8927100300	sigite
0.8927002570	ilog
0.8926909069	tu
0.8926836757	baroque
0.8926717312	siggraph
0.8926693358	dlv
0.8926510365	amps
0.8926281966	victoria
0.8926279141	kaleidoscope
0.8926179195	dell
0.8926131838	pow
0.8926036942	philips
0.8925720764	lam
0.8925388196	paradise
0.8925149136	agora
0.8925067294	tel
0.8924846445	telemedical
0.8924843042	mast
0.8924742691	spem
0.8924418793	nonregular
0.8924402031	nonbinary
0.8924371687	lucid
0.8924334274	sdma
0.8924254999	obituary
0.8923950682	gripper
0.8923945117	eco
0.8923838773	turtle
0.8923619988	spect
0.8923575374	columbus
0.8923487008	insar
0.8923220456	ieee802.11
0.8923153810	modellieren
0.8923123434	dacs
0.8922997254	gigahertz
0.8922522769	pelvic
0.8922430677	acta
0.8922418062	metalevel
0.8922242691	dae
0.8922199621	flame
0.8922119988	lsb
0.8922116280	lipschitzian
0.8921635553	linpack
0.8921608901	matisse
0.8921488759	dish
0.8921485319	chc
0.8921433356	jade
0.8921429572	zheng
0.8921295360	ajax
0.8920993069	mul
0.8920856102	noncausal
0.8920774316	doall
0.8920734681	andrews
0.8920535888	pfam
0.8920520805	gelfand
0.8920406259	yap
0.8920383394	pico
0.8920185630	courts
0.8920047916	vdd
0.8919991879	lai
0.8919971170	tina
0.8919740959	subdue
0.8919715942	nfa
0.8919662323	mash
0.8919644325	mart
0.8919572151	pdb
0.8919507314	cen
0.8919493580	gemini
0.8919416345	ding
0.8919355536	chiron
0.8919222622	uma
0.8919172486	cie
0.8919120502	moca
0.8919050741	tweet
0.8918992612	mehr
0.8918960315	u.k
0.8918904822	switchable
0.8918825914	nonmonotonicity
0.8918637660	nfs
0.8918623151	focs
0.8918595973	tangram
0.8918479400	leuven
0.8918313791	electrocardiogram
0.8918029037	optim
0.8917836537	multidatabases
0.8917745954	edinburgh
0.8917653307	ericsson
0.8917646870	babel
0.8917644960	cabin
0.8917619581	multitemporal
0.8917215773	informationssystemen
0.8917026958	rosa
0.8916781861	biconnectivity
0.8916695746	ward
0.8916435706	digging
0.8916055284	pubmed
0.8915965269	alaska
0.8915896061	multipurpose
0.8915749029	sentinel
0.8915722194	quaternionic
0.8915668097	excel
0.8915557662	librarian
0.8915499483	isomers
0.8915478565	camshift
0.8915379912	homecare
0.8915260034	watts
0.8915061165	dsl
0.8915050061	camp
0.8914960367	carmen
0.8914934167	d.c
0.8914915890	cosmos
0.8914648183	andes
0.8914359662	elan
0.8914343823	slab
0.8914330414	portuguese
0.8914321827	chimera
0.8914226089	wishbone
0.8914189436	assimilating
0.8914161988	condorcet
0.8914064602	snort
0.8914001709	tk
0.8913978799	endoscopy
0.8913941313	turkey
0.8913674183	william
0.8913629044	logp
0.8913395347	russell
0.8912977489	pec
0.8912830345	eagle
0.8912732666	diva
0.8912729020	dialectical
0.8912717380	comet
0.8912230477	internets
0.8912173767	sonet
0.8912028764	americans
0.8911833622	silk
0.8911793590	reviewer
0.8910947878	isar
0.8910698527	unpacking
0.8910692447	congress
0.8910599926	davis
0.8910494290	xt
0.8910462287	multisite
0.8910295986	transformative
0.8910289668	telosb
0.8910234399	misty
0.8910108225	butler
0.8909958426	saga
0.8909876957	exor
0.8909798297	eat
0.8909762784	verilog
0.8909625020	concur
0.8909612740	kent
0.8909547278	sieving
0.8909186857	karp
0.8908978236	signaturen
0.8908911921	dienste
0.8908878858	mike
0.8908878360	rechtliche
0.8908704520	leach
0.8908578836	usb
0.8908521510	harmonization
0.8907954334	emperor
0.8907865361	pascal
0.8907786951	scar
0.8907463850	jiang
0.8907462142	olympics
0.8907301936	scotch
0.8907249409	rob
0.8907245595	cricket
0.8907224279	effcient
0.8907155969	hood
0.8907127707	tdoa
0.8906692544	lego
0.8906572931	coconut
0.8906522934	cusp
0.8906168291	cosmic
0.8906023447	islamic
0.8905928634	axel
0.8905852566	rv
0.8905773218	amb
0.8905761874	approx
0.8905750785	cyc
0.8905522160	prams
0.8905468211	propel
0.8905154200	jazz
0.8904936624	gnss
0.8904860518	hawaii
0.8904700090	bertrand
0.8904588792	auditor
0.8904502863	hera
0.8904317478	kung
0.8904293826	paraphrase
0.8904268914	csg
0.8904216701	cics
0.8904192864	tuberculosis
0.8904114794	edward
0.8903888659	coq
0.8903857638	herbrand
0.8903725241	trivium
0.8903675795	isaac
0.8903600350	cur
0.8903582999	uni
0.8903427424	rec
0.8903421723	postgres
0.8903293085	cplex
0.8903256128	modeller
0.8903239419	munich
0.8903211429	stereopsis
0.8903121740	telugu
0.8903002218	noncommutative
0.8902908321	sys
0.8902884480	axml
0.8902865778	xxi
0.8902820226	promethee
0.8902698491	emi
0.8902581641	mimicry
0.8902480203	donald
0.8902345036	azimuth
0.8902099717	householder
0.8901972900	talker
0.8901939941	sdh
0.8901912127	clamped
0.8901881818	dually
0.8901729734	lisp
0.8901729020	interventional
0.8901487249	curry
0.8901441496	colombia
0.8901435933	rex
0.8901409632	lsis
0.8901279237	srams
0.8901230175	icare
0.8901061616	struts
0.8901030974	schubert
0.8900809943	biofeedback
0.8900783419	multimodel
0.8900738406	chua
0.8900647571	hpa
0.8900630118	radiometer
0.8900556122	dana
0.8900453764	eli
0.8900442445	drip
0.8900017737	falcon
0.8899897342	homotopic
0.8899825790	logik
0.8899811915	lapack
0.8899772669	ore
0.8899722813	congressional
0.8899696465	virginia
0.8899243506	psychiatric
0.8899058623	coverability
0.8898912776	supra
0.8898746776	temple
0.8898670774	phoenix
0.8898649905	mutagenesis
0.8898597611	jane
0.8898523157	virtuality
0.8898502460	shapiro
0.8898466710	fgs
0.8898450279	maxsat
0.8898336159	hive
0.8898296954	captchas
0.8898035807	avr
0.8897979559	equivariant
0.8897927275	parkinson
0.8897893878	integriertes
0.8897892858	multipass
0.8897758266	jean
0.8897526203	cobra
0.8897413299	scatterers
0.8897362097	chu
0.8897085583	fpt
0.8897060230	adam
0.8897060195	sie
0.8897029629	src
0.8896980982	salton
0.8896877816	tracer
0.8896865428	neurocognitive
0.8896787736	williams
0.8896717032	treemap
0.8896578321	finiteness
0.8896128348	wen
0.8896021591	mars
0.8895912261	bioinspired
0.8895886817	apollo
0.8895868177	athens
0.8895861032	drosophila
0.8895727079	biol
0.8895648113	iticse
0.8895637330	dam
0.8895563966	linda
0.8895513447	communicability
0.8895429104	coaxial
0.8895422136	pictogram
0.8895292641	ob
0.8895145319	israel
0.8895088174	opt
0.8895041117	flex
0.8894943050	capon
0.8894899615	celp
0.8894848884	multisensory
0.8894581275	greenhouse
0.8894395821	novell
0.8894388732	diabetic
0.8894275458	hf
0.8894125551	casa
0.8893811313	gin
0.8893743815	keyhole
0.8893506833	phenomenology
0.8893502116	digg
0.8893482297	tra
0.8893285540	drams
0.8893273112	lipreading
0.8893262541	everest
0.8893261274	parcel
0.8893251727	supersonic
0.8893251624	f1
0.8893172301	saint
0.8892977658	fiat
0.8892954585	murphy
0.8892897731	geoprocessing
0.8892891319	gomory
0.8892854811	gov
0.8892787341	geophysics
0.8892774590	tau
0.8892663105	satin
0.8892566245	linc
0.8892243170	verteilte
0.8892186539	oop
0.8892166454	sopc
0.8892132069	oat
0.8892113997	multicultural
0.8892062927	tao
0.8891866930	scop
0.8891615255	endmember
0.8891459938	shim
0.8891355884	kleinberg
0.8891312086	mach
0.8891258753	delphi
0.8891237545	piccolo
0.8891223120	aac
0.8891210906	nato
0.8891207866	europa
0.8891195799	cmmi
0.8891187380	xie
0.8891169652	fellowship
0.8891166896	xr
0.8891153003	mendel
0.8891077282	tide
0.8891065679	codification
0.8890870196	benutzer
0.8890861748	anemone
0.8890826363	herbal
0.8890765437	hadoop
0.8890746140	reo
0.8890744662	warren
0.8890696476	cpa
0.8890546510	atms
0.8890422611	formalisation
0.8890384293	grace
0.8890364794	stateflow
0.8890309872	renormalization
0.8890295986	motorcycle
0.8890267366	sydney
0.8890161486	harbor
0.8890116097	planetlab
0.8890047356	pier
0.8889984243	sigmod
0.8889959225	ben
0.8889925331	endomorphisms
0.8889897766	lru
0.8889861448	morris
0.8889832519	demosaicing
0.8889781321	shrimp
0.8889748341	mitre
0.8889681031	smyth
0.8889584965	medusa
0.8889505596	titanium
0.8889478246	degradable
0.8889430677	sarsa
0.8889345034	spencer
0.8889315926	multiway
0.8889300996	eo
0.8889235991	bologna
0.8889233961	qs
0.8888963535	tx
0.8888946475	chemotaxis
0.8888924704	maven
0.8888880219	groove
0.8888845942	brown
0.8888729020	metamorphosis
0.8888606343	chessboard
0.8888398672	garg
0.8888326346	oct
0.8888296579	blockwise
0.8888293947	epos
0.8888279629	rip
0.8888206337	nexus
0.8888170470	bea
0.8888151010	directive
0.8888134127	splash
0.8888129846	greek
0.8888126928	cosmology
0.8887987008	algorithmics
0.8887847972	aibo
0.8887784252	spider
0.8887775481	logger
0.8887730152	urdu
0.8887662433	cho
0.8887496339	wasp
0.8887301019	maryland
0.8887221456	zebra
0.8887119988	wap
0.8887080114	correntropy
0.8886958787	lipton
0.8886870503	lf
0.8886860201	arizona
0.8886788597	malayalam
0.8886760796	lvcsr
0.8886671497	vibrational
0.8886661676	e3
0.8886649424	arnold
0.8886575958	nmos
0.8886328754	savage
0.8886055354	wh
0.8886034638	lt
0.8885971083	cams
0.8885923459	bernoulli
0.8885745017	korea
0.8885697158	psychosocial
0.8885676985	jackknife
0.8885624769	andersen
0.8885582744	eurotra
0.8885525154	deck
0.8885473145	bildung
0.8885453322	scorm
0.8885310546	abel
0.8885266445	improvise
0.8885178793	katz
0.8885130551	norman
0.8884897648	kraus
0.8884889137	hypertransport
0.8884855476	apache
0.8884854382	midas
0.8884792100	toshiba
0.8884761954	raptor
0.8884744680	apple
0.8884392096	integrierte
0.8884266774	edm
0.8884233961	wb
0.8884028198	svg
0.8883910121	tsm
0.8883840688	meteosat
0.8883826913	expspace
0.8883741991	chaff
0.8883616312	coalgebraic
0.8883477155	ernst
0.8883369903	curb
0.8883197033	o2
0.8883176543	contractible
0.8883135305	aura
0.8882926831	moiré
0.8882887659	persian
0.8882856729	counterpoint
0.8882686508	def
0.8882652877	virtuelle
0.8882575171	marte
0.8882508686	diff
0.8882454051	agenten
0.8882311569	farkas
0.8882309712	dissecting
0.8882260395	corridor
0.8882180114	alkanes
0.8882160247	napa
0.8882117340	bark
0.8882113997	organizer
0.8882107954	radiated
0.8882059943	teletraffic
0.8881978382	jeff
0.8881973958	locator
0.8881908220	dissect
0.8881905679	adept
0.8881900163	functorial
0.8881891300	nonideal
0.8881778764	nelson
0.8881760670	ko
0.8881685276	pittsburgh
0.8881674424	gs
0.8881666474	snp
0.8881662549	mbps
0.8881623013	hy
0.8881461525	fq
0.8881361348	classificatory
0.8881019259	braided
0.8880891739	hog
0.8880874257	retraction
0.8880860119	guido
0.8880820173	hyperspace
0.8880669061	mpsk
0.8880650777	ham
0.8880643849	proto
0.8880467733	myrinet
0.8880462181	birkhoff
0.8880410018	freeman
0.8880396391	pth
0.8880330315	ata
0.8880221599	porto
0.8880168922	kiss
0.8880168919	chan
0.8880026203	lisa
0.8880008579	zhu
0.8880000826	wimp
0.8879937290	regelung
0.8879836504	petascale
0.8879802517	permis
0.8879638938	ext3
0.8879546466	mobil
0.8879495377	sinc
0.8879458888	jini
0.8879422707	fox
0.8879418152	verbmobil
0.8879254003	monsoon
0.8879141254	compendium
0.8878904012	aln
0.8878897049	blum
0.8878848641	pcf
0.8878800059	micali
0.8878705695	lax
0.8878682938	ki
0.8878613832	ods
0.8878552998	interaktives
0.8878545892	pol
0.8878498441	gnome
0.8878487510	mfcc
0.8878456126	xcs
0.8878322973	euler's
0.8878322160	tea
0.8878269992	palm
0.8877964193	suburban
0.8877924594	trident
0.8877910078	kepler
0.8877872933	captcha
0.8877802352	cdma2000
0.8877799265	twain
0.8877659641	deux
0.8877469019	cardinals
0.8877449791	astronomy
0.8877420414	unity
0.8877349238	xl
0.8877288769	rev
0.8877227463	smi
0.8877184037	flicker
0.8877119988	meg
0.8876910301	linus
0.8876883236	dream
0.8876572820	erlang
0.8876543065	wan
0.8876511346	icl
0.8876464675	panther
0.8876416518	mammoth
0.8876386171	quaternion
0.8876379468	aeronautics
0.8876261908	autoregression
0.8876195799	snmp
0.8876163673	hypercomplex
0.8876158846	posix
0.8876086465	exptime
0.8876037963	dai
0.8876031861	ionospheric
0.8876005696	distilling
0.8875883786	metacomputing
0.8875881250	raid
0.8875642571	cog
0.8875621472	extranet
0.8875614480	ross
0.8875560586	graffiti
0.8875420214	danish
0.8875162345	lip
0.8875073620	phillips
0.8874995913	psychophysiological
0.8874968332	tb
0.8874963536	umc
0.8874938049	tornado
0.8874845353	finnish
0.8874799792	histopathology
0.8874753291	crt
0.8874686675	acl
0.8874610926	casl
0.8874572518	microblog
0.8874543065	mvs
0.8874487532	y2k
0.8874454413	mlc
0.8874435581	atp
0.8874408897	ssl
0.8874260497	stanley
0.8874238818	qc
0.8874118482	ho
0.8874041525	ruler
0.8874003949	uct
0.8873984111	tic
0.8873872179	simulink
0.8873704090	abox
0.8873647109	pathwise
0.8873645011	welsh
0.8873531379	nexp
0.8873430828	pact
0.8873419407	knowledgebase
0.8873391536	patterson
0.8873322973	valiant's
0.8873298805	reducibilities
0.8873298805	cubical
0.8873292079	dagger
0.8873191778	rns
0.8873043065	rdbms
0.8873025589	archetype
0.8872934348	naval
0.8872825281	dolphin
0.8872463609	newell
0.8872449717	zipf
0.8872436455	eigenproblem
0.8872428044	ev
0.8872181948	rechenzentren
0.8872141105	aadl
0.8871864291	multidomain
0.8871860102	bv
0.8871730415	epc
0.8871615029	martian
0.8871506112	slovene
0.8871498260	stephen
0.8871385499	weed
0.8871289798	gnutella
0.8871258579	schaltungen
0.8871208787	auckland
0.8871196147	finfet
0.8871099495	mer
0.8871068411	sag
0.8871060123	ota
0.8871010757	ree
0.8870787271	mall
0.8870678339	medieval
0.8870543065	sic
0.8870482117	idl
0.8870454032	geoscience
0.8870309159	collate
0.8870297595	tipster
0.8870249375	mpeg4
0.8870204338	powerset
0.8870143724	pellet
0.8870140437	miller
0.8869933866	petersburg
0.8869927074	medici
0.8869906591	pda's
0.8869751003	mortgage
0.8869669399	flare
0.8869510137	leibniz
0.8869510137	eindhoven
0.8869496147	bitplane
0.8869276456	sounder
0.8869200110	dialectic
0.8869166474	simo
0.8869138115	kim
0.8869082798	samba
0.8869043065	anova
0.8869006502	iranian
0.8868981446	gallager
0.8868980331	wissensbasierte
0.8868935933	spade
0.8868904012	floss
0.8868837929	sirs
0.8868837696	nara
0.8868799775	cosmo
0.8868779559	sack
0.8868598276	ccg
